0.670095	0.405835
0.121128	0.160192
0.130039	0.533158
0.164647	0.911222
0.757653	0.432325
0.84994	0.521714
0.483932	0.910215
0.455885	0.555742
0.914151	0.758965
0.282388	0.584826
0.420179	0.103671
0.731986	0.567949
0.125492	0.072512
0.424635	0.131993
0.188971	0.570208
0.00207526	0.783837
0.293771	0.436354
0.777978	0.58507
0.747581	0.769921
0.889676	0.321299
0.100406	0.700583
0.108493	0.696493
0.686239	0.389142
0.964568	0.584033
0.994659	0.537187
0.341685	0.86581
0.278909	0.188086
0.200079	0.890316
0.306589	0.100192
0.581683	0.0811182
0.659017	0.473495
0.55504	0.727103
0.485702	0.310953
0.256111	0.485427
0.120273	0.196173
0.680746	0.628773
0.463912	0.768059
0.38551	0.56798
0.542497	0.673879
0.753014	0.681143
0.144017	0.282632
0.977783	0.980804
0.942259	0.938749
0.429212	0.650227
0.0129093	0.0385449
0.547777	0.980041
0.148808	0.710074
0.930418	0.736412
0.87994	0.377514
0.761895	0.492355
0.604846	0.991974
0.248146	0.953032
0.739952	0.209174
0.207495	0.806391
0.292123	0.295969
0.47676	0.130497
0.761925	0.0463271
0.287606	0.889035
0.782525	0.488693
0.270241	0.545213
0.401929	0.665151
0.24015	0.327036
0.413526	0.264565
0.424268	0.173315
0.641713	0.39021
0.282815	0.893246
0.589221	0.243416
0.5833	0.569689
0.351634	0.00466933
0.882412	0.73809
0.205969	0.693106
0.072573	0.371899
0.779229	0.285592
0.149327	0.205969
0.203284	0.877255
0.85522	0.429029
0.162358	0.163823
0.357311	0.27665
0.239479	0.0278329
0.614063	0.555651
0.467605	0.509384
0.587725	0.631672
0.492569	0.942961
0.958953	0.910672
0.253304	0.541551
0.499283	0.345805
0.585986	0.209296
0.758538	0.00119022
0.658132	0.863918
0.222419	0.203345
0.639363	0.0499283
0.597491	0.311686
0.514206	0.124668
0.378979	0.639698
0.444349	0.797052
0.35844	0.557512
0.585376	0.301767
0.226661	0.307505
0.765374	0.989288
0.928983	0.564043
