0.803339,0.314859
0.839198,0.0557573
0.6386,0.889187
0.549821,0.601733
0.0314951,0.424787
0.380261,0.0584429
0.0378124,0.614154
0.173467,0.635823
0.311655,0.143925
0.422803,0.694174
0.751061,0.883023
0.332591,0.687216
0.293985,0.619465
0.232459,0.0446791
0.896084,0.252602
0.626179,0.150273
0.221107,0.846278
0.656606,0.0718711
0.0756554,0.449782
0.268075,0.199805
0.119358,0.0927763
0.84695,0.449629
0.881466,0.859828
0.622211,0.185553
0.615467,0.451796
0.607074,0.52089
0.0228889,0.1395
0.362651,0.151646
0.377544,0.516251
0.365307,0.37965
0.0811182,0.955535
0.258797,0.481307
0.181982,0.179937
0.77224,0.0781579
0.887936,0.847774
0.585559,0.666158
0.60445,0.563372
0.923399,0.958739
0.529557,0.217566
0.158513,0.200995
0.336497,0.0645161
0.206824,0.110843
0.975738,0.440992
0.994018,0.603137
0.126957,0.534593
0.776055,0.953337
0.333445,0.107059
0.594378,0.556963
0.348338,0.578845
0.647237,0.941099
0.726005,0.381207
0.858058,0.18363
0.188086,0.98233
0.422346,0.397504
0.796777,0.493301
0.614704,0.435347
0.465316,0.260659
0.636433,0.471145
0.838252,0.351207
0.785577,0.615131
0.0717795,0.335887
0.730491,0.217994
0.545824,0.278787
0.168279,0.0210883
0.0387585,0.337168
0.649068,0.808374
0.396741,0.879452
0.847438,0.71633
0.228034,0.526627
0.0628071,0.859004
0.654073,0.0241707
0.229286,0.423048
0.648579,0.350047
0.216376,0.890133
0.995544,0.965117
0.702353,0.542344
0.397809,0.612781
0.4008,0.907376
0.767357,0.573443
0.922239,0.298746
0.228095,0.780389
0.0513321,0.10889
0.863369,0.703055
0.721976,0.00961333
0.738151,0.404523
0.470077,0.71746
0.228645,0.67864
0.647053,0.47972
0.189276,0.673727
0.173498,0.937315
0.9888,0.908933
0.115726,0.520829
0.94705,0.0890835
0.865383,0.0362865
0.203345,0.62508
0.204047,0.59621
0.547502,0.265114
0.0340587,0.552965
0.245155,0.74395
0.056093,0.590106
